20180301 062700;1.218760;1.219010;1.218730;1.218860;0
20180301 062800;1.218870;1.218970;1.218680;1.218680;0
20180301 062900;1.218670;1.218680;1.218500;1.218590;0
20180301 063000;1.218570;1.218570;1.218450;1.218510;0
20180301 063100;1.218530;1.218620;1.218530;1.218620;0
20180301 063200;1.218650;1.218680;1.218480;1.218500;0
20180301 063300;1.218510;1.218580;1.218400;1.218470;0
20180301 063400;1.218460;1.218660;1.218460;1.218640;0
20180301 063500;1.218650;1.218740;1.218610;1.218740;0
20180301 063600;1.218740;1.218830;1.218730;1.218810;0
20180301 063700;1.218810;1.218910;1.218810;1.218840;0
20180301 063800;1.218860;1.219020;1.218860;1.218940;0
20180301 063900;1.218940;1.218940;1.218810;1.218810;0
20180301 064000;1.218810;1.218910;1.218780;1.218870;0
20180301 064100;1.218860;1.218910;1.218790;1.218790;0
20180301 064200;1.218800;1.218820;1.218640;1.218640;0
20180301 064300;1.218650;1.218740;1.218610;1.218670;0
20180301 064400;1.218660;1.218660;1.218330;1.218400;0
20180301 064500;1.218410;1.218710;1.218400;1.218660;0
20180301 064600;1.218670;1.219020;1.218670;1.218950;0
20180301 064700;1.218950;1.218960;1.218860;1.218860;0
20180301 064800;1.218860;1.218880;1.218660;1.218700;0
20180301 064900;1.218710;1.218710;1.218440;1.218550;0
20180301 065000;1.218560;1.218570;1.218480;1.218510;0
20180301 065100;1.218520;1.218640;1.218380;1.218380;0
20180301 065200;1.218370;1.218450;1.218240;1.218450;0
20180301 065300;1.218440;1.218490;1.218430;1.218440;0
20180301 065400;1.218440;1.218450;1.218420;1.218440;0
20180301 065500;1.218440;1.218560;1.218440;1.218490;0
20180301 065600;1.218490;1.218630;1.218490;1.218630;0
20180301 065700;1.218640;1.218750;1.218500;1.218730;0
20180301 065800;1.218750;1.218830;1.218680;1.218680;0
20180301 065900;1.218680;1.218680;1.218430;1.218450;0
20180301 070000;1.218450;1.218640;1.218420;1.218490;0
20180301 070100;1.218500;1.218580;1.218470;1.218490;0
20180301 070200;1.218510;1.218610;1.218490;1.218530;0
20180301 070300;1.218540;1.218650;1.218540;1.218610;0
20180301 070400;1.218610;1.218680;1.218570;1.218660;0
20180301 070500;1.218690;1.218860;1.218670;1.218790;0
20180301 070600;1.218790;1.218800;1.218610;1.218700;0
20180301 070700;1.218700;1.218730;1.218600;1.218660;0
20180301 070800;1.218660;1.218740;1.218590;1.218610;0
20180301 070900;1.218610;1.218610;1.218460;1.218490;0
20180301 071000;1.218480;1.218660;1.218470;1.218630;0
20180301 071100;1.218640;1.218730;1.218370;1.218370;0
20180301 071200;1.218380;1.218440;1.218200;1.218230;0
20180301 071300;1.218250;1.218250;1.218100;1.218110;0
20180301 071400;1.218110;1.218410;1.218100;1.218150;0
20180301 071500;1.218160;1.218230;1.218100;1.218200;0
20180301 071600;1.218220;1.218260;1.218170;1.218170;0
20180301 071700;1.218160;1.218230;1.218160;1.218220;0
20180301 071800;1.218210;1.218230;1.218020;1.218020;0
20180301 071900;1.218010;1.218060;1.217560;1.217680;0
20180301 072000;1.217670;1.217700;1.217500;1.217560;0
20180301 072100;1.217570;1.217610;1.217500;1.217580;0
20180301 072200;1.217590;1.217730;1.217440;1.217460;0
20180301 072300;1.217470;1.217540;1.217220;1.217230;0
20180301 072400;1.217240;1.217490;1.217240;1.217420;0
20180301 072500;1.217420;1.217450;1.217220;1.217280;0
20180301 072600;1.217290;1.217460;1.217280;1.217360;0
20180301 072700;1.217370;1.217390;1.217220;1.217240;0
20180301 072800;1.217220;1.217420;1.217220;1.217240;0
20180301 072900;1.217240;1.217240;1.217040;1.217080;0
20180301 073000;1.217090;1.217270;1.217000;1.217220;0
20180301 073100;1.217230;1.217350;1.217210;1.217330;0
20180301 073200;1.217350;1.217490;1.217280;1.217480;0
20180301 073300;1.217490;1.217590;1.217490;1.217550;0
20180301 073400;1.217540;1.217560;1.217380;1.217440;0
20180301 073500;1.217450;1.217670;1.217380;1.217650;0
20180301 073600;1.217660;1.217660;1.217550;1.217590;0
20180301 073700;1.217630;1.217650;1.217520;1.217530;0
20180301 073800;1.217540;1.217640;1.217430;1.217600;0
20180301 073900;1.217610;1.217670;1.217570;1.217570;0
20180301 074000;1.217560;1.217700;1.217510;1.217540;0
20180301 074100;1.217520;1.217630;1.217500;1.217570;0
20180301 074200;1.217580;1.217590;1.217500;1.217510;0
20180301 074300;1.217500;1.217510;1.217090;1.217250;0
20180301 074400;1.217240;1.217380;1.217190;1.217260;0
20180301 074500;1.217250;1.217260;1.217070;1.217110;0
20180301 074600;1.217090;1.217160;1.217010;1.217050;0
20180301 074700;1.217040;1.217110;1.216790;1.216990;0
20180301 074800;1.216780;1.216810;1.216510;1.216560;0
20180301 074900;1.216550;1.216640;1.216460;1.216530;0
20180301 075000;1.216510;1.216670;1.216490;1.216510;0
20180301 075100;1.216510;1.216850;1.216510;1.216820;0
20180301 075200;1.216800;1.217060;1.216750;1.216980;0
20180301 075300;1.217000;1.217170;1.216990;1.217150;0
20180301 075400;1.217160;1.217240;1.217020;1.217150;0
20180301 075500;1.217160;1.217360;1.217150;1.217280;0
20180301 075600;1.217280;1.217330;1.217160;1.217160;0
20180301 075700;1.217130;1.217190;1.216820;1.216840;0
20180301 075800;1.216830;1.216940;1.216790;1.216810;0
20180301 075900;1.216820;1.216880;1.216800;1.216870;0
20180301 080000;1.216880;1.216990;1.216830;1.216920;0
20180301 080100;1.216900;1.216930;1.216800;1.216860;0
